crop_name,N,P,K,temperature,humidity,ph,season,soil_type,region,growth_stage,label
pepper,73.52,23.44,33.89,26.66,57.59,8.1,summer,loamy_clay,upper_egypt,seedling,potassium_sulphate_48
maize,23.84,33.58,33.32,35.47,46.08,7.83,summer,alluvial,middle_egypt,flowering,ammonium_nitrate_335
sugar_beet,10.24,32.6,46.56,16.99,57.31,8.18,winter,clayey_delta,south_delta,vegetative,ammonium_sulphate_206
barley,9.42,3.28,29.93,19.21,60.0,7.83,winter,calcareous,north_coast,seedling,mono_ammonium_phosphate_12_61
onion,17.24,5.6,57.5,18.27,51.55,7.91,winter,loamy_clay,middle_egypt,seedling,mono_ammonium_phosphate_12_61
maize,100.55,24.21,42.64,28.59,58.54,8.21,summer,clayey_delta,south_delta,vegetative,zinc_sulphate_22
rice,84.71,5.82,46.29,24.0,65.0,8.16,summer,clayey_delta,south_delta,vegetative,zinc_sulphate_22
date_palm,36.81,15.5,68.91,28.43,33.26,7.48,permanent,sandy,upper_egypt,flowering,no_fertilizer_required
barley,6.92,2.6,24.05,16.47,36.52,7.72,winter,reclaimed,new_lands,seedling,mono_ammonium_phosphate_12_61
grapes,13.84,36.45,97.4,25.66,47.16,8.03,permanent,loamy_clay,middle_egypt,fruiting,ammonium_sulphate_206
tomato_winter,26.46,7.98,32.29,19.02,53.19,8.2,winter,alluvial,south_delta,flowering,iron_chelate_eddha_6
faba_bean,19.12,23.15,42.58,16.05,59.31,8.12,winter,clayey_delta,north_delta,vegetative,ammonium_molybdate_54
pepper,42.17,29.15,60.91,24.14,62.4,8.03,summer,clayey_delta,south_delta,fruiting,calcium_nitrate_155
onion,16.18,4.32,42.56,15.2,61.77,8.04,winter,clayey_delta,north_delta,vegetative,di_ammonium_phosphate_18_46
coriander,40.75,14.48,38.27,22.14,63.38,7.6,winter,loamy_clay,west_delta,fruiting,no_fertilizer_required
maize,26.14,22.91,40.45,36.89,45.0,7.75,summer,alluvial,upper_egypt,flowering,ammonium_nitrate_335
mint,93.44,29.83,36.22,21.12,58.43,8.2,permanent,alluvial,middle_egypt,seedling,agricultural_sulphur_99
mint,120.0,43.73,101.06,23.31,59.36,8.3,permanent,clayey_delta,south_delta,seedling,agricultural_sulphur_99
mango,46.47,24.12,65.53,23.93,49.41,8.09,permanent,reclaimed,middle_egypt,fruiting,calcium_ammonium_nitrate_26
lentil,18.57,10.88,10.47,18.48,49.18,8.38,winter,reclaimed,middle_egypt,vegetative,ammonium_molybdate_54
potato,81.47,9.72,114.0,16.42,60.24,7.73,winter,alluvial,north_delta,vegetative,triple_super_phosphate_46
citrus,36.17,4.36,18.55,26.52,55.54,7.95,permanent,alluvial,middle_egypt,vegetative,npk_20_20_20
citrus,120.0,19.01,146.92,25.76,60.26,7.51,permanent,sandy,east_delta,seedling,nutrient_excess
date_palm,17.15,11.36,40.11,33.15,40.59,7.58,permanent,sandy,upper_egypt,flowering,calcium_ammonium_nitrate_26
garlic,88.92,32.3,97.08,20.85,49.18,8.2,winter,alluvial,middle_egypt,flowering,nutrient_excess
tomato_summer,24.44,40.05,101.19,24.3,60.09,8.09,summer,loamy_clay,west_delta,seedling,ammonium_sulphate_206
eggplant,20.43,22.95,74.62,37.0,48.0,7.68,summer,loamy_clay,upper_egypt,seedling,ammonium_nitrate_335
garlic,50.68,6.13,73.99,21.53,52.05,7.78,winter,loamy_clay,south_delta,flowering,triple_super_phosphate_46
onion,19.3,19.5,14.85,15.68,55.35,8.23,winter,clayey_delta,north_delta,flowering,potassium_nitrate_13_0_46
lentil,11.83,4.19,25.54,15.99,50.3,7.87,winter,loamy_clay,middle_egypt,seedling,triple_super_phosphate_46
faba_bean,5.6,9.53,13.55,16.13,52.71,7.92,winter,alluvial,middle_egypt,seedling,npk_19_19_19
barley,120.0,50.0,79.17,18.62,57.99,8.2,winter,reclaimed,west_delta,vegetative,nutrient_excess
cumin,10.58,8.23,4.26,20.68,45.0,7.93,winter,calcareous,new_lands,vegetative,npk_19_19_19
mango,25.62,20.76,77.11,20.67,58.24,7.9,permanent,sandy,east_delta,flowering,urea_46
cabbage,20.23,30.48,68.72,17.52,73.42,8.21,winter,clayey_delta,north_delta,vegetative,ammonium_sulphate_206
sugar_beet,14.03,6.73,7.45,15.58,51.25,8.38,winter,clayey_delta,south_delta,flowering,borax_11
onion,93.56,42.8,85.09,14.89,58.71,8.24,winter,clayey_delta,south_delta,vegetative,nutrient_excess
tomato_winter,23.12,30.98,27.46,21.94,57.01,8.1,winter,loamy_clay,middle_egypt,fruiting,npk_20_20_20
barley,7.63,3.48,21.65,17.12,43.94,7.69,winter,sandy,new_lands,seedling,mono_ammonium_phosphate_12_61
lentil,5.07,6.27,16.75,14.43,52.2,7.51,winter,sandy,sinai_north,vegetative,di_ammonium_phosphate_18_46
lentil,20.62,18.68,12.64,19.07,54.92,7.85,winter,loamy_clay,west_delta,vegetative,potassium_nitrate_13_0_46
barley,19.78,20.67,34.41,19.08,60.0,7.9,winter,sandy,north_coast,flowering,calcium_ammonium_nitrate_26
date_palm,33.75,13.36,54.24,35.19,33.51,8.01,permanent,reclaimed,aswan,seedling,agricultural_sulphur_99
mint,78.24,19.68,36.79,24.55,65.11,8.07,permanent,alluvial,north_delta,seedling,agricultural_sulphur_99
cabbage,46.73,25.24,35.55,17.48,54.12,7.99,winter,loamy_clay,middle_egypt,vegetative,potassium_nitrate_13_0_46
maize,95.12,28.67,42.97,32.59,45.0,8.2,summer,alluvial,upper_egypt,vegetative,zinc_sulphate_22
citrus,72.24,30.7,84.57,23.59,62.38,7.43,permanent,sandy,east_delta,seedling,humic_acid_80
watermelon,9.01,17.93,67.15,35.34,37.96,7.82,summer,reclaimed,new_lands,fruiting,ammonium_nitrate_335
lentil,17.94,14.94,29.56,14.62,55.6,7.93,winter,reclaimed,west_delta,seedling,humic_acid_80
citrus,100.37,28.99,102.44,23.68,57.54,7.81,permanent,sandy,east_delta,seedling,humic_acid_80
lentil,3.32,5.99,25.84,13.67,56.57,7.58,winter,sandy,sinai_north,seedling,mono_ammonium_phosphate_12_61
maize,112.62,32.64,5.38,29.79,49.5,8.01,summer,loamy_clay,upper_egypt,fruiting,potassium_chloride_60
grapes,58.24,6.73,103.57,21.52,56.95,8.07,permanent,calcareous,sinai_north,flowering,phosphoric_acid_85
garlic,28.8,15.56,59.57,19.55,40.36,8.07,winter,alluvial,upper_egypt,flowering,calcium_nitrate_155
barley,120.0,31.28,196.96,14.34,54.07,7.9,winter,sandy,sinai_north,fruiting,nutrient_excess
olive,33.17,9.42,13.71,26.81,42.14,7.95,permanent,calcareous,new_lands,seedling,potassium_chloride_60
olive,15.76,6.27,57.29,20.76,38.2,7.8,permanent,calcareous,new_lands,fruiting,magnesium_sulphate_16
banana,106.49,35.87,49.79,28.84,60.0,7.7,permanent,alluvial,middle_egypt,flowering,potassium_sulphate_48
tomato_summer,50.24,18.11,185.31,26.25,60.83,7.9,summer,loamy_clay,west_delta,seedling,nutrient_excess
basil,12.06,4.9,61.37,27.93,48.01,7.46,summer,sandy,upper_egypt,seedling,mono_ammonium_phosphate_12_61
pepper,37.3,23.37,35.6,25.57,57.47,8.1,summer,loamy_clay,middle_egypt,vegetative,npk_20_20_20
watermelon,39.28,3.54,23.25,31.32,50.0,8.24,summer,calcareous,west_delta,vegetative,manganese_sulphate_32
wheat,24.5,6.87,17.42,14.02,52.92,7.86,winter,loamy_clay,middle_egypt,vegetative,di_ammonium_phosphate_18_46
tomato_summer,101.5,28.54,91.29,29.23,50.0,7.24,summer,sandy,upper_egypt,seedling,humic_acid_80
cotton,45.56,13.34,62.08,26.98,56.03,8.32,summer,clayey_delta,north_delta,flowering,borax_11
grapes,10.63,8.56,93.94,24.44,60.3,7.74,permanent,sandy,sinai_north,seedling,mono_ammonium_phosphate_12_61
grapes,11.09,10.06,81.96,21.7,57.25,7.78,permanent,sandy,sinai_north,seedling,mono_ammonium_phosphate_12_61
lentil,18.87,4.92,24.31,17.61,53.32,8.24,winter,calcareous,west_delta,fruiting,ammonium_molybdate_54
barley,11.96,13.43,23.6,14.61,56.55,8.2,winter,reclaimed,west_delta,fruiting,ammonium_sulphate_206
grapes,21.16,6.34,35.68,27.09,38.25,8.2,permanent,calcareous,new_lands,flowering,npk_19_19_19
coriander,7.18,23.46,26.74,16.82,51.87,8.05,winter,loamy_clay,middle_egypt,flowering,ammonium_sulphate_206
watermelon,46.65,2.62,69.1,29.66,54.19,8.09,summer,calcareous,west_delta,seedling,phosphoric_acid_85
maize,101.62,15.95,20.27,24.36,55.0,8.07,summer,alluvial,north_delta,fruiting,npk_20_20_20
olive,37.66,12.26,40.39,23.05,57.25,7.74,permanent,calcareous,sinai_north,flowering,magnesium_sulphate_16
rice,95.79,12.26,54.64,28.45,65.0,8.11,summer,clayey_delta,south_delta,seedling,phosphoric_acid_85
olive,29.86,9.04,34.41,21.78,44.49,7.96,permanent,calcareous,new_lands,flowering,magnesium_sulphate_16
olive,8.49,15.31,39.94,21.79,50.6,8.07,permanent,reclaimed,west_delta,flowering,ammonium_sulphate_206
olive,32.26,17.27,56.65,24.22,38.44,7.69,permanent,sandy,new_lands,fruiting,no_fertilizer_required
sugar_beet,11.42,28.58,6.66,14.67,67.75,8.11,winter,calcareous,west_delta,flowering,borax_11
grapes,34.38,27.81,96.58,24.38,43.84,7.98,permanent,reclaimed,new_lands,fruiting,calcium_ammonium_nitrate_26
mango,100.46,35.42,110.46,27.0,41.96,7.67,permanent,sandy,aswan,seedling,humic_acid_80
garlic,45.81,17.52,15.96,15.78,58.79,7.84,winter,alluvial,south_delta,flowering,potassium_sulphate_48
onion,13.65,22.0,18.49,18.75,41.12,7.9,winter,alluvial,upper_egypt,flowering,potassium_nitrate_13_0_46
cumin,6.4,27.83,20.59,16.88,45.04,7.86,winter,loamy_clay,middle_egypt,fruiting,urea_46
pomegranate,38.55,26.58,74.91,25.97,37.86,7.88,permanent,sandy,new_lands,seedling,humic_acid_80
cucumber,48.18,23.31,83.27,26.89,58.93,7.61,summer,sandy,east_delta,seedling,humic_acid_80
cucumber,61.61,23.37,91.1,26.4,70.0,7.35,summer,sandy,east_delta,seedling,humic_acid_80
olive,4.08,1.92,42.34,20.31,37.71,7.83,permanent,calcareous,new_lands,seedling,mono_ammonium_phosphate_12_61
cumin,9.55,7.78,32.39,19.02,51.15,8.21,winter,calcareous,west_delta,flowering,di_ammonium_phosphate_18_46
pepper,23.01,33.77,62.66,21.0,59.09,7.93,summer,clayey_delta,south_delta,vegetative,urea_46
berseem,27.52,16.96,2.74,16.47,59.26,8.12,winter,clayey_delta,south_delta,flowering,ammonium_molybdate_54
maize,28.04,25.01,24.9,36.42,45.89,7.57,summer,alluvial,upper_egypt,vegetative,ammonium_nitrate_335
date_palm,43.77,16.21,18.51,31.25,32.71,8.29,permanent,reclaimed,new_lands,vegetative,zinc_sulphate_22
cabbage,52.11,5.27,10.82,14.5,63.21,8.04,winter,clayey_delta,north_delta,flowering,borax_11
watermelon,22.78,15.26,82.04,31.11,35.0,8.06,summer,reclaimed,new_lands,flowering,calcium_ammonium_nitrate_26
citrus,34.17,6.05,15.99,30.69,49.26,7.98,permanent,reclaimed,middle_egypt,fruiting,npk_20_20_20
lentil,17.47,18.55,7.12,16.19,51.8,7.91,winter,loamy_clay,west_delta,fruiting,potassium_chloride_60
wheat,13.76,6.88,14.83,19.19,53.03,8.01,winter,alluvial,south_delta,flowering,di_ammonium_phosphate_18_46
basil,9.81,3.57,45.91,24.58,49.8,7.78,summer,loamy_clay,middle_egypt,flowering,di_ammonium_phosphate_18_46
potato,28.93,37.55,104.53,13.15,53.99,7.87,winter,loamy_clay,middle_egypt,vegetative,urea_46
tomato_summer,120.0,50.0,165.57,27.43,64.26,8.27,summer,clayey_delta,north_delta,vegetative,iron_chelate_eddha_6
date_palm,29.07,1.98,48.66,27.78,34.39,7.4,permanent,sandy,upper_egypt,flowering,triple_super_phosphate_46
rice,63.59,20.59,38.53,28.13,73.77,8.2,summer,clayey_delta,north_delta,fruiting,calcium_nitrate_155
mango,16.65,22.23,67.99,35.14,40.0,7.61,permanent,sandy,upper_egypt,flowering,ammonium_nitrate_335
grapes,52.47,25.83,58.24,23.42,57.2,7.95,permanent,calcareous,west_delta,vegetative,potassium_sulphate_48
pepper,44.39,31.41,55.89,24.89,58.04,7.83,summer,loamy_clay,middle_egypt,fruiting,calcium_nitrate_155
citrus,95.27,17.35,93.2,21.96,50.0,7.53,permanent,sandy,upper_egypt,seedling,humic_acid_80
pomegranate,53.98,21.03,72.0,25.97,37.5,7.55,permanent,sandy,new_lands,seedling,humic_acid_80
pepper,38.63,21.99,61.36,27.34,63.68,7.59,summer,sandy,upper_egypt,flowering,calcium_ammonium_nitrate_26
wheat,62.2,27.0,3.31,16.75,43.52,7.79,winter,alluvial,upper_egypt,seedling,potassium_chloride_60
barley,46.41,14.49,4.76,15.39,62.0,7.69,winter,sandy,north_coast,flowering,potassium_sulphate_48
watermelon,38.39,3.37,80.89,33.39,35.32,7.66,summer,sandy,new_lands,fruiting,triple_super_phosphate_46
olive,13.6,18.46,45.92,21.23,37.6,7.75,permanent,reclaimed,new_lands,fruiting,calcium_ammonium_nitrate_26
olive,26.02,6.46,53.18,17.72,56.87,8.25,permanent,calcareous,sinai_north,seedling,manganese_sulphate_32
pepper,38.56,32.25,52.31,24.08,59.17,7.87,summer,loamy_clay,middle_egypt,flowering,calcium_nitrate_155
faba_bean,5.88,7.97,36.26,18.98,50.12,7.82,winter,loamy_clay,south_delta,fruiting,di_ammonium_phosphate_18_46
wheat,72.09,13.36,13.51,17.4,60.09,8.2,winter,alluvial,north_delta,vegetative,zinc_sulphate_22
cumin,16.47,13.62,29.11,17.48,43.33,8.0,winter,alluvial,middle_egypt,vegetative,npk_19_19_19
date_palm,8.76,1.58,63.26,36.7,31.93,7.66,permanent,sandy,upper_egypt,fruiting,di_ammonium_phosphate_18_46
mint,89.96,16.73,43.08,22.45,65.0,7.89,permanent,alluvial,south_delta,seedling,npk_20_20_20
sugar_beet,75.8,50.0,24.67,17.96,55.98,8.21,winter,calcareous,west_delta,vegetative,manganese_sulphate_32
mango,16.65,22.23,67.99,35.14,40.0,7.61,permanent,sandy,upper_egypt,flowering,ammonium_nitrate_335
olive,29.75,13.98,57.73,29.13,37.92,7.81,permanent,calcareous,new_lands,flowering,magnesium_sulphate_16
tomato_winter,111.75,50.0,154.18,15.25,58.0,8.12,winter,clayey_delta,south_delta,flowering,nutrient_excess
wheat,14.95,6.0,22.69,16.76,50.0,8.05,winter,loamy_clay,upper_egypt,vegetative,zinc_sulphate_22
date_palm,10.31,11.41,48.35,29.71,30.29,8.31,permanent,reclaimed,new_lands,seedling,manganese_sulphate_32
berseem,4.44,15.31,2.1,18.26,55.78,8.1,winter,loamy_clay,middle_egypt,vegetative,ammonium_molybdate_54
pomegranate,12.72,5.34,68.79,29.9,50.85,7.92,permanent,loamy_clay,middle_egypt,fruiting,borax_11
mango,56.9,27.65,87.78,28.72,62.66,7.9,permanent,sandy,east_delta,seedling,humic_acid_80
faba_bean,28.51,32.54,5.83,16.44,60.57,7.84,winter,clayey_delta,north_delta,vegetative,potassium_chloride_60
tomato_winter,73.22,34.66,57.09,14.59,59.22,7.58,winter,sandy,east_delta,fruiting,potassium_sulphate_48
lentil,2.46,4.49,22.21,18.35,51.75,7.81,winter,reclaimed,sinai_north,seedling,mono_ammonium_phosphate_12_61
date_palm,6.65,1.5,47.6,30.35,34.75,7.87,permanent,sandy,aswan,vegetative,di_ammonium_phosphate_18_46
tomato_winter,64.82,29.7,90.7,17.52,56.49,7.96,winter,alluvial,south_delta,flowering,no_fertilizer_required
onion,65.41,15.97,42.13,21.85,42.37,7.84,winter,alluvial,upper_egypt,seedling,npk_20_20_20
date_palm,19.09,14.53,43.79,29.98,38.22,8.28,permanent,reclaimed,new_lands,seedling,manganese_sulphate_32
olive,31.7,2.52,39.37,18.17,53.15,8.22,permanent,calcareous,west_delta,seedling,manganese_sulphate_32
olive,14.68,14.02,57.47,22.09,56.61,7.96,permanent,calcareous,west_delta,flowering,magnesium_sulphate_16
lentil,21.14,11.23,26.75,16.4,52.26,8.04,winter,reclaimed,middle_egypt,fruiting,ammonium_molybdate_54
coriander,35.1,4.13,30.11,13.68,64.09,8.02,winter,alluvial,north_delta,flowering,phosphoric_acid_85
cucumber,51.28,3.37,104.16,24.75,64.14,7.96,summer,loamy_clay,west_delta,fruiting,triple_super_phosphate_46
pomegranate,21.31,19.08,72.54,27.43,36.03,7.51,permanent,sandy,new_lands,seedling,calcium_ammonium_nitrate_26
garlic,50.34,11.3,75.57,16.34,45.31,7.65,winter,loamy_clay,upper_egypt,flowering,single_super_phosphate_15
maize,97.62,9.49,10.05,30.16,51.39,8.2,summer,alluvial,middle_egypt,fruiting,npk_20_20_20
wheat,20.6,19.06,14.18,11.76,55.51,8.1,winter,loamy_clay,south_delta,fruiting,ammonium_sulphate_206
watermelon,72.9,32.2,130.59,30.74,58.45,7.46,summer,sandy,sinai_north,fruiting,nutrient_excess
mint,29.46,30.22,58.84,27.12,60.69,8.06,permanent,clayey_delta,south_delta,flowering,ammonium_sulphate_206
garlic,49.83,14.91,60.66,19.3,47.7,7.89,winter,alluvial,south_delta,fruiting,no_fertilizer_required
onion,34.11,18.83,60.69,15.47,62.54,8.25,winter,clayey_delta,south_delta,seedling,agricultural_sulphur_99
faba_bean,3.28,11.34,10.29,17.45,49.63,8.2,winter,alluvial,middle_egypt,seedling,ammonium_molybdate_54
eggplant,23.75,25.49,88.05,30.57,48.0,7.81,summer,loamy_clay,upper_egypt,vegetative,urea_46
cucumber,59.99,2.84,81.31,27.67,62.25,7.8,summer,loamy_clay,west_delta,fruiting,triple_super_phosphate_46
mint,29.14,11.64,19.73,19.03,58.65,7.84,permanent,loamy_clay,middle_egypt,vegetative,npk_20_20_20
date_palm,8.7,1.76,59.26,30.04,34.99,7.58,permanent,reclaimed,aswan,flowering,di_ammonium_phosphate_18_46
cabbage,11.72,22.51,17.84,14.37,60.0,8.05,winter,loamy_clay,middle_egypt,flowering,borax_11
mango,44.37,25.88,70.43,27.05,45.0,7.47,permanent,sandy,new_lands,seedling,calcium_ammonium_nitrate_26
potato,83.89,26.27,118.77,16.62,64.09,7.88,winter,loamy_clay,west_delta,fruiting,single_super_phosphate_15
lentil,7.95,21.74,10.73,18.08,53.19,8.21,winter,reclaimed,sinai_north,flowering,ammonium_molybdate_54
wheat,37.58,23.1,9.21,20.54,49.69,8.08,winter,alluvial,middle_egypt,vegetative,zinc_sulphate_22
pomegranate,45.82,21.81,37.37,27.7,35.94,7.63,permanent,sandy,new_lands,seedling,potassium_sulphate_48
cotton,10.51,15.92,45.76,33.29,50.8,8.2,summer,alluvial,middle_egypt,vegetative,npk_20_20_20
lentil,5.13,4.87,3.69,12.83,57.59,7.89,winter,calcareous,west_delta,seedling,npk_19_19_19
garlic,10.41,5.68,62.49,17.14,45.74,7.72,winter,loamy_clay,upper_egypt,fruiting,di_ammonium_phosphate_18_46
pepper,53.68,28.56,64.12,24.15,63.27,7.64,summer,sandy,upper_egypt,fruiting,no_fertilizer_required
potato,103.36,28.4,200.0,13.78,60.05,7.78,winter,sandy,east_delta,vegetative,nutrient_excess
tomato_winter,90.81,22.7,94.35,17.66,62.55,8.13,winter,clayey_delta,south_delta,seedling,phosphoric_acid_85
tomato_summer,25.94,43.09,104.6,26.0,56.95,8.0,summer,alluvial,north_delta,seedling,ammonium_sulphate_206
cotton,14.65,5.38,29.23,28.89,61.66,7.88,summer,alluvial,north_delta,flowering,borax_11
basil,10.17,5.33,41.05,27.82,50.83,7.6,summer,loamy_clay,south_delta,flowering,di_ammonium_phosphate_18_46
tomato_summer,51.97,36.0,93.95,27.49,60.2,8.19,summer,clayey_delta,south_delta,flowering,calcium_nitrate_155
lentil,22.51,18.95,26.6,17.77,41.74,7.74,winter,sandy,new_lands,seedling,humic_acid_80
berseem,4.69,14.56,4.48,12.09,71.48,7.74,winter,alluvial,north_delta,flowering,potassium_nitrate_13_0_46
barley,8.18,2.24,10.46,14.46,36.11,8.28,winter,calcareous,new_lands,vegetative,manganese_sulphate_32
rice,78.8,23.58,27.04,26.01,70.34,7.53,summer,alluvial,north_delta,fruiting,potassium_nitrate_13_0_46
tomato_winter,91.71,20.11,99.64,18.77,56.69,7.97,winter,clayey_delta,south_delta,seedling,single_super_phosphate_15
onion,32.82,26.82,39.93,15.57,53.77,7.8,winter,clayey_delta,south_delta,seedling,urea_46
eggplant,46.97,20.51,99.27,28.2,48.0,7.7,summer,sandy,upper_egypt,vegetative,calcium_ammonium_nitrate_26
banana,103.9,30.57,142.81,28.68,60.0,7.75,permanent,loamy_clay,south_delta,vegetative,no_fertilizer_required
coriander,8.99,14.96,9.55,20.24,53.34,7.87,winter,alluvial,south_delta,flowering,potassium_nitrate_13_0_46
olive,4.24,4.42,12.25,20.38,33.05,8.17,permanent,calcareous,new_lands,flowering,magnesium_sulphate_16
grapes,32.71,35.27,79.49,24.96,55.75,8.24,permanent,calcareous,sinai_north,flowering,calcium_nitrate_155
faba_bean,4.68,5.1,33.28,10.0,66.77,7.67,winter,alluvial,north_delta,fruiting,di_ammonium_phosphate_18_46
faba_bean,3.52,9.72,27.48,17.52,64.08,7.5,winter,alluvial,north_delta,flowering,di_ammonium_phosphate_18_46
wheat,70.08,12.68,23.71,15.87,50.56,8.2,winter,alluvial,middle_egypt,vegetative,zinc_sulphate_22
potato,53.68,34.32,130.89,19.13,55.72,7.84,winter,loamy_clay,west_delta,fruiting,calcium_nitrate_155
olive,5.55,2.66,46.99,23.39,59.01,8.13,permanent,calcareous,sinai_north,flowering,magnesium_sulphate_16
cumin,8.79,21.68,23.99,18.91,57.82,7.87,winter,loamy_clay,west_delta,flowering,urea_46
cumin,26.79,13.97,24.3,16.7,50.1,8.09,winter,loamy_clay,middle_egypt,vegetative,phosphoric_acid_85
date_palm,17.63,6.87,48.6,30.12,33.68,7.63,permanent,sandy,aswan,fruiting,calcium_ammonium_nitrate_26
garlic,50.83,23.68,16.38,14.23,41.09,7.81,winter,alluvial,upper_egypt,flowering,potassium_sulphate_48
citrus,80.32,12.27,94.85,26.79,45.0,7.58,permanent,sandy,new_lands,seedling,single_super_phosphate_15
mango,44.27,26.6,71.38,27.87,40.0,7.86,permanent,reclaimed,new_lands,seedling,calcium_ammonium_nitrate_26
cotton,62.21,28.44,77.51,25.31,58.42,8.02,summer,alluvial,south_delta,fruiting,borax_11
grapes,10.78,6.37,88.87,25.46,56.86,7.5,permanent,sandy,sinai_north,seedling,mono_ammonium_phosphate_12_61
onion,55.85,4.21,51.42,14.92,61.11,8.21,winter,clayey_delta,south_delta,vegetative,phosphoric_acid_85
maize,110.04,27.06,6.8,28.19,56.01,8.27,summer,clayey_delta,south_delta,flowering,potassium_chloride_60
watermelon,11.23,3.46,22.03,29.69,53.92,7.87,summer,calcareous,west_delta,flowering,magnesium_sulphate_16
basil,9.04,20.38,13.06,27.66,59.53,7.71,summer,alluvial,north_delta,seedling,potassium_nitrate_13_0_46
lentil,29.2,33.22,48.0,11.7,60.0,7.78,winter,sandy,sinai_north,seedling,nutrient_excess
watermelon,12.84,23.85,91.29,36.03,35.0,7.78,summer,sandy,upper_egypt,flowering,ammonium_nitrate_335
wheat,43.98,18.68,9.05,14.68,62.58,8.2,winter,alluvial,north_delta,vegetative,zinc_sulphate_22
